Customer_ID,Age,Gender,Location,Customer_Type,Total_Orders,Total_Spend,Avg_Order_Value,Product_Category,Purchase_Frequency,Discount_Used,Customer_Rating,Age_Group
CUST0532,40,Female,Delhi,Returning,2,6210.14,3105.07,Home & Kitchen,Low,Yes,3.7,36-45
CUST0533,34,Male,Hyderabad,Returning,11,79736.25,7248.75,Sports,High,No,4.6,26-35
CUST0534,43,Male,Kolkata,Returning,9,5973.12,663.68,Sports,Medium,Yes,3.3,36-45
CUST0535,25,Female,Pune,Returning,3,16435.26,5478.42,Electronics,Low,Yes,4.2,18-25
CUST0536,46,Male,Lucknow,Returning,9,69529.14,7725.46,Beauty,Medium,No,3.6,46-55
CUST0537,43,Male,Bengaluru,Returning,3,14103.78,4701.26,Home & Kitchen,Low,No,4.1,36-45
CUST0538,27,Female,Ahmedabad,Returning,2,15052.34,7526.17,Fashion,Low,Yes,4.4,26-35
CUST0539,43,Male,Pune,Returning,12,10703.16,891.93,Electronics,High,Yes,4.3,36-45
CUST0540,51,Male,Delhi,Returning,10,36409.5,3640.95,Beauty,High,No,4.0,46-55
CUST0541,58,Male,Mumbai,Returning,9,22060.62,2451.18,Sports,Medium,No,3.2,56-65
CUST0542,24,Female,Delhi,Returning,15,89717.4,5981.16,Home & Kitchen,Very High,No,4.4,18-25
CUST0543,21,Female,Ahmedabad,Returning,8,62877.84,7859.73,Fashion,Medium,Yes,4.6,18-25
CUST0544,62,Female,Ahmedabad,Returning,5,12119.9,2423.98,Home & Kitchen,Medium,Yes,3.4,56-65
CUST0545,28,Female,Pune,Returning,11,59469.41,5406.31,Electronics,High,No,3.5,26-35
CUST0546,46,Male,Lucknow,Returning,2,3971.46,1985.73,Beauty,Low,No,4.6,46-55
CUST0547,53,Male,Bengaluru,Returning,15,71099.7,4739.98,Beauty,Very High,Yes,3.9,46-55
CUST0548,42,Female,Chennai,Returning,6,23876.94,3979.49,Electronics,Medium,Yes,3.5,36-45
CUST0549,38,Male,Hyderabad,Returning,8,62320.32,7790.04,Sports,Medium,No,4.1,36-45
CUST0550,53,Male,Pune,Returning,5,25319.75,5063.95,Fashion,Medium,Yes,3.6,46-55
CUST0551,27,Male,Ahmedabad,Returning,16,49940.8,3121.3,Sports,Very High,Yes,4.1,26-35
CUST0552,54,Male,Mumbai,Returning,18,24402.96,1355.72,Fashion,Very High,Yes,3.8,46-55
CUST0553,26,Female,Jaipur,Returning,6,9806.1,1634.35,Electronics,Medium,Yes,3.8,26-35
CUST0554,41,Male,Ahmedabad,New,5,10949.4,2189.88,Fashion,Medium,Yes,4.6,36-45
CUST0555,52,Male,Lucknow,Returning,16,38116.0,2382.25,Fashion,Very High,No,2.6,46-55
CUST0556,52,Male,Lucknow,Returning,13,89435.06,6879.62,Electronics,High,Yes,4.3,46-55
CUST0557,65,Female,Ahmedabad,Returning,5,23545.85,4709.17,Home & Kitchen,Medium,Yes,4.5,56-65
CUST0558,53,Male,Lucknow,Returning,13,57530.59,4425.43,Home & Kitchen,High,Yes,3.7,46-55
CUST0559,35,Male,Pune,Returning,17,23133.09,1360.77,Beauty,Very High,Yes,4.5,26-35
CUST0560,56,Female,Ahmedabad,Returning,18,125118.9,6951.05,Electronics,Very High,Yes,3.5,56-65
CUST0561,49,Female,Ahmedabad,Returning,8,47368.88,5921.11,Home & Kitchen,Medium,Yes,3.6,46-55
CUST0562,41,Male,Bengaluru,Returning,13,13097.63,1007.51,Electronics,High,No,3.6,36-45
CUST0563,40,Male,Hyderabad,Returning,19,110366.44,5808.76,Beauty,Very High,Yes,4.5,36-45
CUST0564,49,Male,Mumbai,New,3,13729.62,4576.54,Electronics,Low,Yes,3.0,46-55
CUST0565,54,Male,Lucknow,Returning,8,8903.52,1112.94,Sports,Medium,Yes,4.9,46-55
CUST0566,29,Male,Bengaluru,Returning,2,7874.5,3937.25,Beauty,Low,Yes,3.8,26-35
CUST0567,30,Male,Chennai,Returning,8,33081.76,4135.22,Home & Kitchen,Medium,No,4.3,26-35
CUST0568,40,Male,Chennai,Returning,13,22663.03,1743.31,Fashion,High,Yes,4.3,36-45
CUST0569,42,Male,Kolkata,Returning,13,98705.62,7592.74,Electronics,High,No,4.1,36-45
CUST0570,52,Female,Pune,New,1,6874.82,6874.82,Fashion,Low,Yes,3.7,46-55
CUST0571,58,Female,Pune,Returning,6,33106.02,5517.67,Sports,Medium,No,4.7,56-65
CUST0572,47,Female,Delhi,New,19,75377.18,3967.22,Sports,Very High,Yes,3.7,46-55
CUST0573,34,Male,Mumbai,Returning,16,57411.84,3588.24,Electronics,Very High,No,3.6,26-35
CUST0574,37,Male,Ahmedabad,Returning,8,43058.4,5382.3,Home & Kitchen,Medium,Yes,4.5,36-45
CUST0575,65,Female,Lucknow,Returning,1,4590.74,4590.74,Beauty,Low,Yes,4.1,56-65
CUST0576,42,Male,Mumbai,Returning,16,15472.8,967.05,Home & Kitchen,Very High,No,4.7,36-45
CUST0577,39,Male,Kolkata,New,9,39093.93,4343.77,Electronics,Medium,No,4.0,36-45
CUST0578,30,Female,Delhi,New,13,85124.39,6548.03,Electronics,High,Yes,3.6,26-35
CUST0579,36,Female,Bengaluru,Returning,11,43387.3,3944.3,Fashion,High,Yes,4.2,36-45
CUST0580,53,Female,Mumbai,New,13,11565.71,889.67,Sports,High,Yes,3.8,46-55
CUST0581,29,Male,Bengaluru,Returning,10,63970.9,6397.09,Fashion,High,No,3.7,26-35
CUST0582,58,Male,Chennai,New,4,8040.92,2010.23,Home & Kitchen,Low,Yes,4.5,56-65
CUST0583,36,Female,Lucknow,Returning,6,14637.96,2439.66,Sports,Medium,Yes,5.0,36-45
CUST0584,29,Male,Kolkata,Returning,7,12147.1,1735.3,Home & Kitchen,Medium,No,3.9,26-35
CUST0585,26,Female,Ahmedabad,New,5,14883.05,2976.61,Sports,Medium,No,3.5,26-35
CUST0586,24,Female,Lucknow,Returning,11,67932.04,6175.64,Fashion,High,No,3.9,18-25
CUST0587,45,Female,Hyderabad,New,13,57140.07,4395.39,Electronics,High,No,4.3,36-45
CUST0588,31,Male,Pune,New,19,38695.59,2036.61,Sports,Very High,No,4.1,26-35
CUST0589,48,Male,Kolkata,Returning,10,70837.3,7083.73,Fashion,High,Yes,4.7,46-55
CUST0590,36,Female,Mumbai,Returning,10,70968.6,7096.86,Electronics,High,Yes,4.4,36-45
CUST0591,64,Female,Lucknow,Returning,11,77322.74,7029.34,Fashion,High,No,3.4,56-65
CUST0592,33,Female,Jaipur,New,7,16036.79,2290.97,Electronics,Medium,Yes,3.7,26-35
CUST0593,22,Male,Pune,Returning,18,69917.4,3884.3,Fashion,Very High,No,3.2,18-25
CUST0594,52,Male,Pune,New,4,31549.68,7887.42,Sports,Low,Yes,4.6,46-55
CUST0595,29,Female,Jaipur,New,2,12580.18,6290.09,Sports,Low,Yes,2.9,26-35
CUST0596,42,Female,Delhi,Returning,14,9852.64,703.76,Sports,High,No,3.3,36-45
CUST0597,38,Female,Delhi,Returning,13,12857.39,989.03,Electronics,High,No,3.7,36-45
CUST0598,53,Male,Jaipur,New,12,47753.88,3979.49,Fashion,High,Yes,4.3,46-55
CUST0599,40,Female,Hyderabad,Returning,7,51234.05,7319.15,Electronics,Medium,No,3.7,36-45
CUST0600,33,Female,Chennai,New,2,9080.52,4540.26,Sports,Low,No,3.8,26-35
CUST0601,56,Female,Jaipur,Returning,13,55036.67,4233.59,Fashion,High,Yes,3.8,56-65
CUST0602,62,Male,Chennai,New,14,18074.7,1291.05,Home & Kitchen,High,Yes,4.1,56-65
CUST0603,59,Male,Lucknow,New,17,92239.45,5425.85,Beauty,Very High,No,3.3,56-65
CUST0604,56,Female,Hyderabad,Returning,9,59991.93,6665.77,Fashion,Medium,No,3.5,56-65
CUST0605,31,Male,Kolkata,Returning,17,57003.55,3353.15,Fashion,Very High,Yes,4.9,26-35
CUST0606,48,Male,Chennai,Returning,8,50536.72,6317.09,Sports,Medium,No,4.2,46-55
CUST0607,22,Female,Pune,New,2,15467.14,7733.57,Sports,Low,No,4.4,18-25
CUST0608,52,Male,Lucknow,New,13,26367.25,2028.25,Fashion,High,Yes,4.0,46-55
CUST0609,40,Female,Pune,Returning,3,13274.91,4424.97,Home & Kitchen,Low,No,3.9,36-45
CUST0610,46,Male,Hyderabad,New,16,42456.48,2653.53,Sports,Very High,Yes,4.3,46-55
CUST0611,60,Female,Chennai,Returning,6,38678.46,6446.41,Electronics,Medium,Yes,4.4,56-65
CUST0612,28,Female,Bengaluru,New,19,91807.05,4831.95,Fashion,Very High,No,4.5,26-35
CUST0613,35,Male,Hyderabad,Returning,7,36815.59,5259.37,Electronics,Medium,No,3.9,26-35
CUST0614,64,Male,Hyderabad,Returning,10,64843.6,6484.36,Home & Kitchen,High,No,4.5,56-65
CUST0615,29,Male,Bengaluru,New,9,31228.02,3469.78,Electronics,Medium,Yes,2.6,26-35
CUST0616,26,Male,Lucknow,Returning,2,14726.36,7363.18,Fashion,Low,Yes,4.5,26-35
CUST0617,27,Female,Chennai,Returning,15,67465.8,4497.72,Fashion,Very High,Yes,3.8,26-35
CUST0618,61,Female,Chennai,New,5,8423.3,1684.66,Home & Kitchen,Medium,Yes,4.3,56-65
CUST0619,34,Male,Pune,Returning,4,22876.96,5719.24,Sports,Low,Yes,3.6,26-35
CUST0620,55,Male,Hyderabad,Returning,20,128989.2,6449.46,Beauty,Very High,Yes,3.3,46-55
CUST0621,24,Male,Hyderabad,New,4,11502.84,2875.71,Sports,Low,Yes,4.2,18-25
CUST0622,63,Female,Ahmedabad,Returning,18,124719.12,6928.84,Home & Kitchen,Very High,No,3.2,56-65
CUST0623,30,Male,Kolkata,New,4,29184.28,7296.07,Electronics,Low,Yes,3.8,26-35
CUST0624,57,Female,Hyderabad,Returning,17,43805.26,2576.78,Electronics,Very High,No,3.6,56-65
CUST0625,59,Female,Mumbai,Returning,12,94516.92,7876.41,Sports,High,Yes,3.9,56-65
CUST0626,26,Female,Kolkata,Returning,17,26440.78,1555.34,Fashion,Very High,Yes,4.4,26-35
CUST0627,44,Male,Mumbai,Returning,10,20151.2,2015.12,Electronics,High,Yes,3.7,36-45
CUST0628,19,Female,Chennai,Returning,1,1881.69,1881.69,Beauty,Low,Yes,4.2,18-25
CUST0629,22,Male,Kolkata,Returning,18,129688.56,7204.92,Fashion,Very High,No,4.4,18-25
CUST0630,46,Male,Hyderabad,New,18,97329.42,5407.19,Fashion,Very High,Yes,3.7,46-55
CUST0631,54,Female,Bengaluru,Returning,14,22970.92,1640.78,Sports,High,No,3.7,46-55
CUST0632,55,Female,Pune,New,15,57036.45,3802.43,Sports,Very High,No,4.8,46-55
CUST0633,36,Male,Mumbai,Returning,12,61376.88,5114.74,Fashion,High,No,4.0,36-45
CUST0634,25,Male,Kolkata,Returning,4,4503.92,1125.98,Sports,Low,Yes,4.3,18-25
CUST0635,65,Male,Hyderabad,New,3,21354.36,7118.12,Home & Kitchen,Low,No,4.3,56-65
CUST0636,62,Male,Kolkata,New,20,130540.6,6527.03,Beauty,Very High,Yes,3.3,56-65
CUST0637,18,Male,Hyderabad,Returning,12,51468.6,4289.05,Electronics,High,Yes,3.6,18-25
CUST0638,39,Male,Hyderabad,Returning,7,54274.15,7753.45,Electronics,Medium,No,4.2,36-45
CUST0639,34,Male,Hyderabad,Returning,11,39965.31,3633.21,Home & Kitchen,High,No,2.9,26-35
CUST0640,24,Female,Ahmedabad,Returning,1,7880.83,7880.83,Sports,Low,Yes,3.9,18-25
CUST0641,42,Female,Pune,Returning,6,33056.4,5509.4,Home & Kitchen,Medium,Yes,3.5,36-45
CUST0642,62,Female,Bengaluru,Returning,15,78900.45,5260.03,Electronics,Very High,Yes,4.6,56-65
CUST0643,21,Male,Bengaluru,New,15,26169.9,1744.66,Electronics,Very High,Yes,4.2,18-25
CUST0644,53,Female,Kolkata,New,19,135174.74,7114.46,Sports,Very High,Yes,4.7,46-55
CUST0645,23,Female,Kolkata,Returning,11,40767.87,3706.17,Electronics,High,No,4.0,18-25
CUST0646,48,Female,Hyderabad,Returning,2,3433.5,1716.75,Home & Kitchen,Low,No,3.9,46-55
CUST0647,36,Female,Ahmedabad,New,14,8323.84,594.56,Electronics,High,No,3.8,36-45
CUST0648,61,Female,Hyderabad,Returning,2,9396.34,4698.17,Electronics,Low,Yes,3.7,56-65
CUST0649,56,Female,Ahmedabad,New,4,17822.0,4455.5,Beauty,Low,No,5.0,56-65
CUST0650,44,Male,Hyderabad,Returning,17,100217.55,5895.15,Beauty,Very High,No,4.4,36-45
CUST0651,27,Female,Mumbai,Returning,3,21530.82,7176.94,Fashion,Low,No,3.4,26-35
CUST0652,43,Female,Mumbai,Returning,13,14242.15,1095.55,Electronics,High,Yes,5.0,36-45
CUST0653,36,Female,Chennai,Returning,9,53875.98,5986.22,Beauty,Medium,Yes,3.8,36-45
CUST0654,56,Female,Hyderabad,New,7,13339.13,1905.59,Electronics,Medium,Yes,4.2,56-65
CUST0655,20,Male,Pune,Returning,15,104044.95,6936.33,Home & Kitchen,Very High,Yes,4.5,18-25
CUST0656,62,Male,Chennai,Returning,11,73072.78,6642.98,Sports,High,No,3.2,56-65
CUST0657,30,Female,Kolkata,Returning,20,91119.0,4555.95,Electronics,Very High,No,3.5,26-35
CUST0658,45,Female,Lucknow,Returning,2,11653.64,5826.82,Sports,Low,Yes,4.9,36-45
CUST0659,37,Female,Hyderabad,Returning,15,42864.45,2857.63,Electronics,Very High,Yes,3.9,36-45
CUST0660,45,Male,Mumbai,Returning,14,56472.64,4033.76,Home & Kitchen,High,Yes,4.5,36-45
CUST0661,25,Male,Lucknow,Returning,20,133245.6,6662.28,Fashion,Very High,Yes,3.8,18-25
CUST0662,58,Female,Ahmedabad,New,11,43389.39,3944.49,Sports,High,Yes,3.9,56-65
CUST0663,56,Female,Lucknow,New,3,9550.47,3183.49,Fashion,Low,No,5.0,56-65
CUST0664,18,Female,Pune,Returning,17,71512.03,4206.59,Fashion,Very High,Yes,4.2,18-25
CUST0665,20,Male,Hyderabad,New,12,80542.44,6711.87,Sports,High,No,3.8,18-25
CUST0666,30,Female,Bengaluru,Returning,15,45210.9,3014.06,Home & Kitchen,Very High,Yes,3.6,26-35
CUST0667,45,Male,Lucknow,New,16,28851.36,1803.21,Home & Kitchen,Very High,Yes,3.7,36-45
CUST0668,42,Female,Bengaluru,Returning,5,29200.55,5840.11,Fashion,Medium,Yes,4.7,36-45
CUST0669,50,Male,Ahmedabad,Returning,20,133896.8,6694.84,Beauty,Very High,No,4.4,46-55
CUST0670,55,Male,Chennai,Returning,6,7528.68,1254.78,Electronics,Medium,Yes,3.4,46-55
CUST0671,23,Female,Bengaluru,Returning,19,43682.14,2299.06,Electronics,Very High,No,4.0,18-25
CUST0672,61,Female,Chennai,Returning,5,7823.95,1564.79,Home & Kitchen,Medium,Yes,4.0,56-65
CUST0673,62,Male,Mumbai,Returning,3,9328.68,3109.56,Fashion,Low,No,4.2,56-65
CUST0674,49,Female,Hyderabad,Returning,1,3877.63,3877.63,Sports,Low,No,3.7,46-55
CUST0675,62,Male,Lucknow,New,6,36697.2,6116.2,Sports,Medium,Yes,4.6,56-65
CUST0676,64,Male,Mumbai,Returning,15,80754.15,5383.61,Beauty,Very High,No,4.0,56-65
CUST0677,38,Male,Mumbai,Returning,2,10313.92,5156.96,Beauty,Low,Yes,4.2,36-45
CUST0678,33,Male,Jaipur,Returning,3,9428.43,3142.81,Home & Kitchen,Low,No,3.6,26-35
CUST0679,38,Male,Delhi,New,17,115784.62,6810.86,Electronics,Very High,Yes,3.6,36-45
CUST0680,28,Male,Pune,New,12,48415.8,4034.65,Beauty,High,Yes,5.0,26-35
CUST0681,54,Male,Chennai,Returning,18,141179.22,7843.29,Electronics,Very High,No,5.0,46-55
CUST0682,53,Female,Jaipur,Returning,15,78841.05,5256.07,Fashion,Very High,No,4.0,46-55
CUST0683,52,Male,Delhi,New,12,17363.88,1446.99,Beauty,High,Yes,4.8,46-55
CUST0684,36,Female,Pune,New,16,89141.28,5571.33,Home & Kitchen,Very High,No,4.7,36-45
CUST0685,37,Male,Chennai,Returning,8,23506.24,2938.28,Sports,Medium,Yes,3.7,36-45
CUST0686,35,Female,Hyderabad,Returning,14,79064.3,5647.45,Electronics,High,Yes,3.6,26-35
CUST0687,64,Male,Pune,New,17,17379.27,1022.31,Home & Kitchen,Very High,No,4.4,56-65
CUST0688,58,Male,Lucknow,Returning,8,14492.88,1811.61,Electronics,Medium,Yes,4.1,56-65
CUST0689,31,Male,Mumbai,New,15,103770.45,6918.03,Home & Kitchen,Very High,Yes,3.8,26-35
CUST0690,32,Male,Delhi,Returning,14,30853.9,2203.85,Beauty,High,No,4.4,26-35
CUST0691,48,Male,Delhi,Returning,18,122000.58,6777.81,Home & Kitchen,Very High,Yes,3.2,46-55
CUST0692,18,Female,Delhi,New,20,51891.4,2594.57,Fashion,Very High,No,4.1,18-25
CUST0693,20,Female,Chennai,Returning,7,37251.27,5321.61,Electronics,Medium,Yes,3.3,18-25
CUST0694,33,Female,Lucknow,Returning,3,17118.39,5706.13,Electronics,Low,Yes,3.3,26-35
CUST0695,40,Female,Pune,Returning,12,52138.92,4344.91,Home & Kitchen,High,Yes,3.6,36-45
CUST0696,28,Male,Mumbai,New,3,8369.49,2789.83,Sports,Low,No,4.2,26-35
CUST0697,29,Male,Lucknow,New,20,41896.6,2094.83,Electronics,Very High,No,3.6,26-35
CUST0698,27,Male,Jaipur,New,14,10484.88,748.92,Beauty,High,Yes,3.3,26-35
CUST0699,49,Male,Hyderabad,Returning,15,41694.0,2779.6,Sports,Very High,Yes,4.3,46-55
CUST0700,33,Male,Bengaluru,Returning,14,75582.08,5398.72,Home & Kitchen,High,No,4.8,26-35
CUST0701,25,Female,Lucknow,Returning,7,52761.03,7537.29,Home & Kitchen,Medium,Yes,4.4,18-25
CUST0702,55,Male,Jaipur,Returning,17,119578.51,7034.03,Beauty,Very High,No,5.0,46-55
CUST0703,29,Male,Mumbai,Returning,12,74945.88,6245.49,Fashion,High,Yes,4.8,26-35
CUST0704,41,Female,Bengaluru,Returning,20,128267.2,6413.36,Fashion,Very High,No,3.7,36-45
CUST0705,45,Female,Bengaluru,New,4,21949.56,5487.39,Electronics,Low,Yes,4.3,36-45
CUST0706,25,Male,Lucknow,New,9,22069.35,2452.15,Sports,Medium,No,3.9,18-25
CUST0707,45,Female,Delhi,Returning,6,43823.76,7303.96,Sports,Medium,No,4.6,36-45
CUST0708,53,Female,Kolkata,New,16,88487.84,5530.49,Beauty,Very High,Yes,3.9,46-55
CUST0709,43,Male,Mumbai,New,2,9406.6,4703.3,Electronics,Low,Yes,3.6,36-45
CUST0710,25,Male,Delhi,Returning,8,10659.36,1332.42,Fashion,Medium,No,4.8,18-25
CUST0711,45,Male,Mumbai,Returning,11,42382.12,3852.92,Electronics,High,No,4.2,36-45
CUST0712,45,Female,Kolkata,New,13,51384.97,3952.69,Electronics,High,Yes,3.6,36-45
CUST0713,54,Female,Hyderabad,Returning,17,118731.91,6984.23,Home & Kitchen,Very High,Yes,3.7,46-55
CUST0714,58,Male,Kolkata,Returning,8,36798.88,4599.86,Sports,Medium,No,3.6,56-65
CUST0715,53,Male,Ahmedabad,Returning,18,60354.0,3353.0,Sports,Very High,Yes,3.4,46-55
CUST0716,44,Female,Lucknow,New,18,140868.0,7826.0,Beauty,Very High,No,3.7,36-45
CUST0717,34,Male,Lucknow,New,14,18625.6,1330.4,Electronics,High,Yes,4.2,26-35
CUST0718,26,Male,Jaipur,Returning,15,55036.65,3669.11,Fashion,Very High,No,4.0,26-35
CUST0719,50,Female,Delhi,Returning,6,4891.14,815.19,Fashion,Medium,No,3.8,46-55
CUST0720,37,Female,Jaipur,Returning,11,66542.08,6049.28,Beauty,High,No,4.8,36-45
CUST0721,30,Female,Ahmedabad,Returning,13,96012.41,7385.57,Beauty,High,Yes,2.9,26-35
CUST0722,45,Female,Kolkata,New,1,2600.28,2600.28,Fashion,Low,No,4.2,36-45
CUST0723,65,Female,Lucknow,New,6,41625.36,6937.56,Fashion,Medium,Yes,3.9,56-65
CUST0724,46,Male,Chennai,Returning,9,24224.76,2691.64,Electronics,Medium,No,3.5,46-55
CUST0725,30,Female,Kolkata,New,8,58646.24,7330.78,Fashion,Medium,Yes,4.2,26-35
CUST0726,63,Male,Kolkata,New,11,67701.81,6154.71,Fashion,High,Yes,3.9,56-65
CUST0727,52,Female,Ahmedabad,Returning,19,124199.2,6536.8,Electronics,Very High,No,4.7,46-55
CUST0728,23,Male,Hyderabad,New,9,5715.45,635.05,Fashion,Medium,Yes,4.5,18-25
CUST0729,35,Female,Mumbai,New,17,131258.36,7721.08,Sports,Very High,No,5.0,26-35
CUST0730,22,Male,Ahmedabad,Returning,12,71400.36,5950.03,Home & Kitchen,High,No,3.7,18-25
CUST0731,64,Male,Mumbai,New,14,38998.82,2785.63,Electronics,High,No,4.8,56-65
CUST0732,42,Male,Lucknow,New,15,100806.9,6720.46,Electronics,Very High,Yes,3.4,36-45
CUST0733,19,Male,Ahmedabad,Returning,16,41782.56,2611.41,Home & Kitchen,Very High,Yes,3.9,18-25
CUST0734,27,Female,Mumbai,Returning,20,140913.0,7045.65,Fashion,Very High,No,3.7,26-35
CUST0735,47,Female,Jaipur,New,1,1344.35,1344.35,Fashion,Low,Yes,4.3,46-55
CUST0736,62,Male,Ahmedabad,Returning,10,57776.4,5777.64,Home & Kitchen,High,Yes,4.3,56-65
CUST0737,22,Male,Lucknow,Returning,8,36441.92,4555.24,Home & Kitchen,Medium,Yes,3.5,18-25
CUST0738,50,Male,Ahmedabad,Returning,18,22032.18,1224.01,Beauty,Very High,Yes,4.4,46-55
CUST0739,18,Male,Lucknow,Returning,1,2314.2,2314.2,Fashion,Low,No,3.8,18-25
CUST0740,35,Male,Ahmedabad,Returning,2,1186.06,593.03,Beauty,Low,Yes,3.6,26-35
CUST0741,49,Female,Mumbai,Returning,1,4015.76,4015.76,Fashion,Low,Yes,4.0,46-55
CUST0742,64,Male,Hyderabad,New,1,2759.49,2759.49,Electronics,Low,Yes,3.2,56-65
CUST0743,28,Male,Pune,New,9,44889.12,4987.68,Home & Kitchen,Medium,Yes,4.5,26-35
CUST0744,38,Male,Mumbai,Returning,13,35480.64,2729.28,Home & Kitchen,High,Yes,4.0,36-45
CUST0745,43,Male,Delhi,Returning,1,2749.39,2749.39,Sports,Low,Yes,4.0,36-45
CUST0746,42,Male,Bengaluru,New,13,78961.35,6073.95,Beauty,High,Yes,4.0,36-45
CUST0747,39,Female,Hyderabad,Returning,20,17221.4,861.07,Sports,Very High,No,4.9,36-45
CUST0748,44,Male,Jaipur,Returning,7,50901.97,7271.71,Sports,Medium,Yes,4.8,36-45
CUST0749,30,Male,Kolkata,Returning,2,13783.96,6891.98,Home & Kitchen,Low,Yes,4.7,26-35
CUST0750,50,Male,Mumbai,New,6,33051.24,5508.54,Home & Kitchen,Medium,Yes,4.0,46-55
CUST0751,51,Male,Ahmedabad,Returning,7,34644.12,4949.16,Home & Kitchen,Medium,Yes,3.4,46-55
CUST0752,58,Male,Mumbai,New,14,100691.78,7192.27,Sports,High,No,4.0,56-65
CUST0753,52,Female,Chennai,New,18,34019.64,1889.98,Beauty,Very High,Yes,4.2,46-55
CUST0754,18,Female,Hyderabad,Returning,15,16384.05,1092.27,Electronics,Very High,Yes,4.4,18-25
CUST0755,38,Female,Pune,New,2,4592.66,2296.33,Beauty,Low,Yes,4.2,36-45
CUST0756,65,Male,Jaipur,New,10,64593.4,6459.34,Electronics,High,No,3.4,56-65
CUST0757,23,Male,Chennai,Returning,12,9120.36,760.03,Fashion,High,Yes,3.7,18-25
CUST0758,45,Female,Lucknow,New,17,82807.85,4871.05,Electronics,Very High,No,3.7,36-45
CUST0759,34,Female,Chennai,New,8,63726.24,7965.78,Beauty,Medium,Yes,4.3,26-35
CUST0760,22,Female,Mumbai,New,11,76094.92,6917.72,Sports,High,No,4.3,18-25
CUST0761,48,Male,Jaipur,Returning,3,13232.52,4410.84,Fashion,Low,No,4.4,46-55
CUST0762,22,Male,Mumbai,Returning,6,5863.86,977.31,Electronics,Medium,Yes,4.2,18-25
CUST0763,55,Male,Lucknow,Returning,9,60617.7,6735.3,Fashion,Medium,Yes,2.9,46-55
CUST0764,20,Female,Kolkata,Returning,6,29954.04,4992.34,Beauty,Medium,Yes,3.1,18-25
CUST0765,40,Female,Jaipur,Returning,9,12258.0,1362.0,Fashion,Medium,Yes,3.9,36-45
CUST0766,54,Female,Kolkata,Returning,7,8427.51,1203.93,Fashion,Medium,Yes,4.1,46-55
CUST0767,54,Male,Hyderabad,New,9,65899.8,7322.2,Electronics,Medium,Yes,4.7,46-55
CUST0768,27,Female,Hyderabad,New,18,99342.0,5519.0,Home & Kitchen,Very High,Yes,4.0,26-35
CUST0769,27,Male,Kolkata,Returning,12,80635.8,6719.65,Fashion,High,No,3.5,26-35
CUST0770,36,Male,Hyderabad,Returning,8,56738.72,7092.34,Beauty,Medium,Yes,4.4,36-45
CUST0771,34,Male,Jaipur,Returning,8,38306.32,4788.29,Electronics,Medium,Yes,4.0,26-35
CUST0772,38,Female,Ahmedabad,Returning,18,78855.3,4380.85,Home & Kitchen,Very High,Yes,3.8,36-45
CUST0773,31,Male,Delhi,Returning,20,74564.2,3728.21,Fashion,Very High,No,3.1,26-35
CUST0774,26,Male,Hyderabad,Returning,15,43156.5,2877.1,Home & Kitchen,Very High,Yes,4.0,26-35
CUST0775,63,Female,Hyderabad,Returning,7,26316.29,3759.47,Fashion,Medium,No,4.1,56-65
CUST0776,18,Male,Mumbai,Returning,11,69345.1,6304.1,Beauty,High,Yes,3.5,18-25
CUST0777,62,Male,Kolkata,Returning,20,100288.6,5014.43,Sports,Very High,Yes,4.4,56-65
CUST0778,30,Male,Bengaluru,Returning,16,115102.72,7193.92,Sports,Very High,Yes,4.4,26-35
CUST0779,21,Male,Pune,Returning,4,15301.4,3825.35,Home & Kitchen,Low,Yes,4.0,18-25
CUST0780,18,Female,Chennai,New,6,30319.02,5053.17,Fashion,Medium,No,4.0,18-25
CUST0781,57,Male,Hyderabad,New,3,15704.43,5234.81,Beauty,Low,No,4.5,56-65
CUST0782,49,Male,Chennai,Returning,9,44439.57,4937.73,Beauty,Medium,Yes,4.2,46-55
CUST0783,51,Female,Jaipur,Returning,10,57697.5,5769.75,Electronics,High,No,3.6,46-55
CUST0784,45,Female,Bengaluru,Returning,14,31930.5,2280.75,Beauty,High,Yes,3.9,36-45
CUST0785,48,Female,Pune,New,11,47770.03,4342.73,Fashion,High,No,4.3,46-55
CUST0786,25,Male,Kolkata,Returning,18,23070.42,1281.69,Electronics,Very High,No,2.9,18-25
CUST0787,56,Male,Delhi,Returning,12,40605.96,3383.83,Fashion,High,Yes,3.5,56-65
CUST0788,43,Female,Pune,Returning,12,49890.0,4157.5,Fashion,High,Yes,4.4,36-45
CUST0789,51,Female,Pune,Returning,13,70091.84,5391.68,Home & Kitchen,High,Yes,4.7,46-55
CUST0790,20,Female,Delhi,New,13,99176.74,7628.98,Fashion,High,No,4.6,18-25
CUST0791,29,Female,Ahmedabad,Returning,19,95092.72,5004.88,Electronics,Very High,Yes,4.5,26-35
CUST0792,18,Female,Kolkata,Returning,19,115462.05,6076.95,Electronics,Very High,No,4.1,18-25
CUST0793,61,Male,Mumbai,Returning,14,60158.0,4297.0,Home & Kitchen,High,No,3.4,56-65
CUST0794,22,Male,Chennai,Returning,4,21023.12,5255.78,Beauty,Low,Yes,3.9,18-25
CUST0795,47,Female,Hyderabad,Returning,13,13415.87,1031.99,Fashion,High,Yes,2.9,46-55
CUST0796,47,Male,Pune,New,8,19263.52,2407.94,Electronics,Medium,No,4.7,46-55
